test_0000	20477030
test_0001	26330406
test_0002	26464414
test_0003	27129215
test_0004	27157517
test_0005	26420974
test_0006	27049475
test_0007	26793419
test_0008	26332495
test_0009	28797055
test_0010	27008229
test_0011	32593056
test_0012	35570696
test_0013	37464902
test_0014	26704839
test_0015	26409095
test_0016	20898764
test_0017	20986450
test_0018	20792552
test_0019	21181828
test_0020	21239794
test_0021	21078160
test_0022	21236078
test_0023	20510820
test_0024	21005361
test_0025	21078160
test_0026	20884830
test_0027	20820936
test_0028	20862578
test_0029	20935425
test_0030	20887015
test_0031	21193204
test_0032	20726185
test_0033	21056381
test_0034	21104093
test_0035	29818746
test_0036	31262102
test_0037	30122257
test_0038	30659355
test_0039	28216424
test_0040	30657688
test_0041	28346924
test_0042	31158287
test_0043	31161787
test_0044	28454491
test_0045	28216424
test_0046	20299831
test_0047	22724217
test_0048	24128192
test_0049	24133748
test_0050	24164858
test_0051	20966296
test_0052	35802821
test_0053	35674399
test_0054	35712360
test_0055	32007950
test_0056	29353240
test_0057	29336896
test_0058	31963404
test_0059	31806933
test_0060	31964984
test_0061	29960175
test_0062	38554270
test_0063	37296028
test_0064	26335358
test_0065	27090550
test_0066	27052249
test_0067	27219233
test_0068	24502187
test_0069	24126428
test_0070	23625389
test_0071	30312862
test_0072	22801199
test_0073	32083021
test_0074	28092782
test_0075	29159111
test_0076	29037135
test_0077	33212592
test_0078	21997830
test_0079	30756301
test_0080	28464536
test_0081	21763111
test_0082	21739738
test_0083	29531089
test_0084	26696287
test_0085	26592504
test_0086	26664637
test_0087	32731880
test_0088	32400525
test_0089	30853524
test_0090	32281945
test_0091	31652617
test_0092	31020582
test_0093	32220316
test_0094	31850652
test_0095	32770672
test_0096	30722147
test_0097	31018807
test_0098	32127463
test_0099	24895041
test_0100	32361254
test_0101	24761008
test_0102	27082474
test_0103	26973824
test_0104	28015143
test_0105	27729821
test_0106	28015143
test_0107	27070807
test_0108	28031059
test_0109	27070807
test_0110	27071974
test_0111	27969476
test_0112	31986473
test_0113	32338576
test_0114	31130056
test_0115	33520739
test_0116	26621451
test_0117	24931371
test_0118	24945361
test_0119	26217044
test_0120	30492420
test_0121	31259164
test_0122	31169588
test_0123	34498654
test_0124	29557979
test_0125	29950660
test_0126	27480941
test_0127	23906605
test_0128	28908924
test_0129	27621874
test_0130	28840032
test_0131	27514779
test_0132	27603215
test_0133	28828413
test_0134	27354730
test_0135	29109779
test_0136	28701100
test_0137	27320543
test_0138	28197867
test_0139	29160513
test_0140	28875685
test_0141	27604586
test_0142	27915164
test_0143	31004317
test_0144	31854923
test_0145	26135680
test_0146	27280585
test_0147	38605560
test_0148	38605560
test_0149	29821609
test_0150	33087553
test_0151	23157770
test_0152	26032515
test_0153	26670546
test_0154	25993242
test_0155	31438417
test_0156	28584256
test_0157	30460859
test_0158	28158339
test_0159	29518462
test_0160	27018652
test_0161	26150741
test_0162	26159991
test_0163	31288588
test_0164	32442224
test_0165	28098574
test_0166	28209568
test_0167	20736472
test_0168	28091136
test_0169	26935524
test_0170	27228894
test_0171	27536714
test_0172	26771025
test_0173	26793504
test_0174	26455304
test_0175	30067721
test_0176	27185848
test_0177	27352237
test_0178	18935240
test_0179	20339988
test_0180	30168853
test_0181	30743939
test_0182	21599585
test_0183	25934238
test_0184	25085304
test_0185	25074971
test_0186	47183514
test_0187	38678456
test_0188	29648060
test_0189	30337808
test_0190	30008904
test_0191	28722866
test_0192	28851826
test_0193	21091139
test_0194	27401759
test_0195	28559927
test_0196	28876663
test_0197	19388355
test_0198	30630867
test_0199	30355724
test_0200	31702653
test_0201	51850592
test_0202	39615128
test_0203	23073431
test_0204	34828960
test_0205	20899525
test_0206	20899525
test_0207	19958117
test_0208	27539094
test_0209	25759265
test_0210	34760088
test_0211	27424264
test_0212	18910629
test_0213	18932279
test_0214	20191883
test_0215	20057117
test_0216	20195650
test_0217	19990800
test_0218	19965900
test_0219	19703945
test_0220	20043367
test_0221	20205383
test_0222	22818523
test_0223	22745051
test_0224	26209485
test_0225	25793217
test_0226	26184110
test_0227	25791883
test_0228	36846481
test_0229	36323148
test_0230	20200395
test_0231	33868313
test_0232	27751089
test_0233	28537046
test_0234	30555708
test_0235	30615073
test_0236	27751089
test_0237	27954740
test_0238	27210809
test_0239	27438524
test_0240	27053979
test_0241	26103292
test_0242	30769214
test_0243	32202937
test_0244	31885097
test_0245	31216911
test_0246	32289362
test_0247	32189143
test_0248	31936252
test_0249	31175611
test_0250	31155277
test_0251	30728893
test_0252	31062211
test_0253	31175611
test_0254	28923347
test_0255	34326534
test_0256	35515810
test_0257	36333634
test_0258	36028569
test_0259	29376061
test_0260	37834251
test_0261	39061840
test_0262	38576485
test_0263	26696985
test_0264	24850938
test_0265	27813907
test_0266	17976333
test_0267	24740710
test_0268	27612925
test_0269	27368838
test_0270	28181125
test_0271	27733864
test_0272	27728530
test_0273	24745540
test_0274	27815326
test_0275	27872214
test_0276	27336311
test_0277	22653219
test_0278	30403234
test_0279	28930829
test_0280	28597887
test_0281	23590976
test_0282	23616476
test_0283	29816593
test_0284	28709576
test_0285	29342456
test_0286	29706567
test_0287	30457432
test_0288	29740040
test_0289	35175124
test_0290	27972983
test_0291	32074099
test_0292	28659817
test_0293	31427026
test_0294	23922695
test_0295	34859904
test_0296	36929273
test_0297	32914884
test_0298	41357768
test_0299	41457940
test_0300	41509910
test_0301	41077283
test_0302	34245520
test_0303	17994333
test_0304	30581450
test_0305	31595600
test_0306	28842546
test_0307	28830116
test_0308	24505624
test_0309	18464223
test_0310	29248728
test_0311	24699474
test_0312	18489730
test_0313	19241233
test_0314	19530891
test_0315	25030036
test_0316	24646798
test_0317	25379150
test_0318	25121485
test_0319	31152719
test_0320	28797305
test_0321	28912088
test_0322	31840537
test_0323	22238428
test_0324	18341200
test_0325	19260818
test_0326	24240034
test_0327	24648834
test_0328	30625633
test_0329	21990338
test_0330	22652697
test_0331	27696668
test_0332	25231809
test_0333	52065750
test_0334	27209730
test_0335	28099857
test_0336	20817942
test_0337	33058962
test_0338	28449883
test_0339	37018221
test_0340	20735773
test_0341	20621406
test_0342	20762573
test_0343	20776273
test_0344	20082943
test_0345	19975276
test_0346	20082943
test_0347	19927643
test_0348	19894510
test_0349	20807607
test_0350	23537893
test_0351	23481236
test_0352	22587134
test_0353	26637704
test_0354	36896402
test_0355	36244652
test_0356	20310964
test_0357	26267523
test_0358	27313975
test_0359	25218473
test_0360	24872440
test_0361	26912448
test_0362	26923282
test_0363	27371435
test_0364	28066822
test_0365	20914026
test_0366	31054400
test_0367	31379968
test_0368	30896744
test_0369	30743178
test_0370	30737607
test_0371	31049689
test_0372	31451039
test_0373	32673629
test_0374	31426539
test_0375	30916522
test_0376	30063897
test_0377	25391278
test_0378	30724458
test_0379	27370219
test_0380	21624892
test_0381	21502509
test_0382	21829457
test_0383	21462747
test_0384	21972586
test_0385	21581908
test_0386	21575239
test_0387	21131482
test_0388	21836626
test_0389	22927574
test_0390	21438993
test_0391	24761562
test_0392	28508554
test_0393	28955130
test_0394	28904235
test_0395	28945932
test_0396	28709122
test_0397	28608876
test_0398	27419606
test_0399	28017287
test_0400	28333227
test_0401	23873932
test_0402	23873932
test_0403	32325586
test_0404	22888747
test_0405	22883397
test_0406	28482403
test_0407	28397069
test_0408	30486020
test_0409	27729474
test_0410	27174933
test_0411	27533893
test_0412	27798904
test_0413	27753536
test_0414	27589078
test_0415	27797999
test_0416	26674675
test_0417	23614301
test_0418	28929596
test_0419	31492784
test_0420	28336047
test_0421	32650253
test_0422	32512172
test_0423	23603205
test_0424	22673081
test_0425	22588780
test_0426	27979175
test_0427	28209694
test_0428	29946752
test_0429	17032250
test_0430	18232733
test_0431	17032250
test_0432	22468508
test_0433	22968140
test_0434	22977446
test_0435	28925713
test_0436	23484982
test_0437	24363297
test_0438	23159261
test_0439	24412602
test_0440	34712044
test_0441	36096345
test_0442	35038569
test_0443	36418709
test_0444	34691044
test_0445	34864578
test_0446	34928938
test_0447	34662947
test_0448	34925570
test_0449	27468544
test_0450	28928820
test_0451	28431569
test_0452	28792476
test_0453	29089492
test_0454	31320402
test_0455	28352588
test_0456	29669128
test_0457	31554272
test_0458	31812913
test_0459	29075340
test_0460	31668487
test_0461	31575387
test_0462	26900141
test_0463	26194381
test_0464	25218868
test_0465	26117024
test_0466	19603380
test_0467	19535880
test_0468	37418944
test_0469	29133386
test_0470	32573051
test_0471	35243975
test_0472	33171055
test_0473	34153274
test_0474	34148720
test_0475	33815553
test_0476	19420762
test_0477	19385278
test_0478	19413833
test_0479	19362778
test_0480	26219070
test_0481	34790130
test_0482	26284386
test_0483	26064750
test_0484	26160105
test_0485	26161822
test_0486	31650202
test_0487	32027099
test_0488	32074931
test_0489	31931188
test_0490	36176045
test_0491	23242850
test_0492	23056635
test_0493	26316178
test_0494	21388604
test_0495	17323276
test_0496	33598820
test_0497	33842238
test_0498	32121789
test_0499	29851569
test_0500	34236433
test_0501	31883586
test_0502	32143339
test_0503	29911237
test_0504	29423226
test_0505	31582194
test_0506	29461130
test_0507	29833519
test_0508	26405690
test_0509	30412559
test_0510	34992590
test_0511	29050150
test_0512	28935321
test_0513	28480914
test_0514	28950942
test_0515	27462822
test_0516	27989920
test_0517	27377455
test_0518	28944711
test_0519	29380355
test_0520	25163202
test_0521	24848355
test_0522	24919292
test_0523	28478113
test_0524	28326380
test_0525	24546456
test_0526	20563834
test_0527	26159331
test_0528	24916767
test_0529	24443031
test_0530	29230944
test_0531	29289985
test_0532	28157264
test_0533	28152149
test_0534	25953127
test_0535	26123684
test_0536	26213899
test_0537	23997960
test_0538	22823649
test_0539	22994238
test_0540	35314587
test_0541	35949189
test_0542	35982072
test_0543	35966389
test_0544	34751526
test_0545	35755656
test_0546	35373717
test_0547	35222894
test_0548	28401968
test_0549	26001563
test_0550	34251607
test_0551	34251607
test_0552	33036008
test_0553	28880836
test_0554	28901269
test_0555	30756519
test_0556	30803488
test_0557	20484480
test_0558	19894503
test_0559	26318967
test_0560	26748334
test_0561	20530718
test_0562	31095211
test_0563	37411193
test_0564	37746915
test_0565	36635525
test_0566	36233856
test_0567	36929771
test_0568	36676774
test_0569	21436366
test_0570	21498535
test_0571	21516568
test_0572	21516251
test_0573	22294529
test_0574	22129462
test_0575	31240167
test_0576	23338069
test_0577	28557074
test_0578	28540945
test_0579	22631407
test_0580	30631851
test_0581	14840917
test_0582	19367663
test_0583	19890009
test_0584	20457127
test_0585	26819639
test_0586	21789540
test_0587	41608833
test_0588	21675305
test_0589	28873544
test_0590	21350600
test_0591	21504375
test_0592	29755595
test_0593	29295988
test_0594	29661145
test_0595	29520424
test_0596	26255208
test_0597	26395841
test_0598	29569230
test_0599	29239067
test_0600	25487546
test_0601	23131445
test_0602	22720531
test_0603	31028474
test_0604	26779554
test_0605	27320148
test_0606	25987133
test_0607	23661170
test_0608	23289943
test_0609	22770987
test_0610	25783899
test_0611	25348790
test_0612	36153053
test_0613	36079806
test_0614	36247167
test_0615	35109329
test_0616	34700198
